id,text,date_est,business_hours,cal_week
3007, Can The Right Build On Trump’s Social Media Success? One Nonprofit Is Betting On It,2020-02-26T07:03:52Z,non-business hours,9
3008,"Tom Tiffany ( is a Great Advocate for the incredible people of Wisconsin (WI). We need Tom in Congress to help us Make America Great Again! He will Fight for Small Business, supports our Incredible Farmers, Loves our Military and our Vets....",2020-04-21T01:57:09Z,non-business hours,16
3009,"....He is Strong on Crime, the Border, and Second Amendment. Tom has deep roots in Wisconsin, is a big Tax Cutter, and will help me DRAIN THE SWAMP! Tom has my Complete and Total Endorsement. Vote for Tom Tiffany!",2020-04-21T01:57:10Z,non-business hours,16
3010,"The four hospitals that we (FEMA) are building in NYC at the Javits Convention Center are moving along very well, ahead of schedule. Many additional ventilators also delivered. Good conversation with Governor Cuomo!",2020-03-25T14:49:56Z,business hours,13
3011, You are the best — a talented communications director ; great leader of our team!,2020-02-26T06:53:27Z,non-business hours,9
3012,"Just received a briefing on the Coronavirus in China from all of our GREAT agencies, who are also working closely with China. We will continue to monitor the ongoing developments. We have the best experts anywhere in the world, and they are on top of it /!",2020-01-30T00:06:52Z,business hours,5
3013,"Congratulations to Prime Minister Abe of Japan, and the IOC, on their very wise decision to present the Olympics in . It will be a great success, and I look forward to being there!",2020-03-25T14:54:47Z,business hours,13
3014,". will be a tremendous fighter for the U.S. and the State of California. An Annapolis graduate, he served our Country as a highly decorated Navy Fighter Pilot and will be a great Congressman (#CA). Loves our Military, and Vets...",2020-04-21T02:02:12Z,non-business hours,16
3015,"...He is Strong on Crime, the Border, and Second Amendment. Mike has my Complete and Total Endorsement! Turn your Ballots in now and track them, watching for dishonesty. Report to Law Enforcement.",2020-04-21T02:02:12Z,non-business hours,16
3016, There is currently no reported community spread of #COVID in the US. People should follow everyday measures to prevent the sp…,2020-02-26T07:24:59Z,non-business hours,9
3017,"....I have been packed all day with meetings, I have no time for stupidity. We’re working around the clock to KEEP AMERICA SAFE!",2020-03-25T21:41:27Z,business hours,13
3018,"I hear that Fake News CNN just reported that I am isolated in the White House, wondering out loud, “when will life return to normal?” Does anybody really believe that? There was no leak, they made it up – they are CORRUPT ; FAKE NEWS....",2020-03-25T21:41:26Z,business hours,13
3019," General Motors's first ventilators arrived Friday at hospitals, just month after conversations about the possibility of…",2020-04-21T03:15:12Z,non-business hours,16
3020,"Just landed. India was great, trip very successful. Heading to the White House. Meetings and calls scheduled today. and all doing a great job with respect to Coronavirus! Briefing this afternoon.",2020-02-26T11:39:45Z,non-business hours,9
3021,“Schiff blasted for not focusing on California homeless.” His District is in terrible shape. He is a corrupt pol who only dreams of the Impeachment Hoax. In my opinion he is mentally deranged!,2020-01-30T15:39:43Z,business hours,5
3022,Great Alan. They are Fake News!,2020-04-21T03:18:19Z,non-business hours,16
3023,"I will be having a News Conference at the White House, on this subject, today at : P.M. CDC representatives, and others, will be there. Thank you!",2020-02-26T13:03:27Z,non-business hours,9
3024,"Low Ratings Fake News MSDNC (Comcast) ; are doing everything possible to make the Caronavirus look as bad as possible, including panicking markets, if possible. Likewise their incompetent Do Nothing Democramrades are all talk, no action. USA in great shape!",2020-02-26T13:03:21Z,non-business hours,9
3025, Clinton-Funded Russian Disinformation Drove The Witch Hunt Against Trump,2020-04-21T03:19:20Z,non-business hours,16
3026,- in the United States Senate. Congratulations AMERICA!,2020-03-26T04:48:58Z,non-business hours,13
3027, More Russia Spygate Indictments Coming ‘This Week’,2020-04-21T03:19:08Z,non-business hours,16
3028,"....during a debate). Pocahontas was mean, ; undisciplined, mostly aiming at Crazy Bernie and Mini Mike. They don’t know how to handle her, but I know she is a “chocker”. Steyer was a disaster who, along with Mini, are setting records in $’s per vote. Just give me an opponent!",2020-02-26T13:24:23Z,non-business hours,9
3029,"Crazy, chao Democrat Debate last night. Fake News said Biden did well, even though he said half of our population was shot to death. Would be OVER for most. Mini Mike was weak and unsteady, but helped greatly by his many commercials (which are not supposed to be allowed....",2020-02-26T13:24:17Z,non-business hours,9
3030, Schumer’s Pathe Attempt to Chastise Trump Backfires,2020-04-21T03:20:18Z,non-business hours,16
3031, Footnotes from IG Report Soon To Be Declassified; Show FBI Gave ‘False Picture’ in Briefing Materials to Congress,2020-04-21T03:19:45Z,non-business hours,16
3032, New Evidence Confirms That The Russia Probe Against Was A “Witch Hunt”,2020-04-21T03:19:29Z,non-business hours,16
3033,"I will be doing a News Conference live from the at : P.M. (Eastern) to discuss the mtg of the G Leaders that took place this morning at : A.M. by World Teleconference. Also, my : P.M. Teleconference call w/ Governors, plus Territories, will be discussed.",2020-03-26T15:36:38Z,business hours,13
3034," 🇺🇸 New Gallup Poll 🇺🇸 Double-digit improvements in how Americans view the nation’s economy, security from terrorism, milit…",2020-01-30T19:00:22Z,business hours,5
3035,"Big Story, Big Win - Except in the Fake News, which won’ver it!",2020-02-26T13:35:32Z,non-business hours,9
3036, Does Google have Hillary Clinton’s Bleach Bit Emails?,2020-04-21T03:20:27Z,non-business hours,16
3037,"Great photos from a SOUTHERN BORDER WALL Briefing with Secretary of Defense, Mark",2020-01-30T20:01:53Z,business hours,5
3038," Even though we’re apart, we can come together. #OpeningDayAtHome",2020-03-26T20:50:30Z,business hours,13
3039,“Every poll you look at shows that Black support for President Trump is growing.”,2020-02-26T13:41:24Z,non-business hours,9
3040,Will be going out in minutes for the press conference.,2020-03-26T20:57:15Z,business hours,13
3041,Big Rally in the Great State of South Carolina on Friday. See you there!,2020-02-26T13:51:13Z,non-business hours,9
3042,"Congressman has done a Great job representing the people of Texas. He continues to prot your very important Second Amendment. Mike is Strong on Crime and the Border, he Loves our Great Vets and Military. Mike has my Complete and Total Endorsement!",2020-01-30T20:11:30Z,business hours,5
3043,"Congressman Brian of Texas has been a strong supporter of our #MAGA Agenda. He is strong on the Second Amendment and Securing our Border, he Loves our Great Vets and Military. Brian has my Complete and Total Endorsement!",2020-01-30T20:10:22Z,business hours,5
3044," ""At a time when millions of American workers and families are struggling with the financial consequences of the virus, it's…",2020-04-21T04:19:13Z,non-business hours,16
3045, LIVE: Press Briefing with Coronavirus Task Force,2020-03-26T21:27:44Z,business hours,13
3046, Check out the press conference on at pmET,2020-02-26T16:07:42Z,business hours,9
3047, It’s been four days since the Paycheck Protion Program ran dry. Republicans have been trying to fund this job-saving p…,2020-04-21T04:20:03Z,non-business hours,16
3048,Happy birthday today to two of the very best in Congress— (age ) and (age —big one!). Two Great American Patriots!!,2020-01-30T20:13:03Z,business hours,5
3049," Thank you to the American People for continuing to prace social distancing. By staying home, you are saving lives. htt…",2020-03-26T23:01:08Z,business hours,13
3050,"Piers, I like you too!",2020-02-26T16:15:57Z,business hours,9
3051,Our great Oil ; Gas industry is under under seige after having one of the best years in recorded history. It will get better than ever as soon as our Country starts up again. Vital that it does for our National Security!,2020-03-26T23:06:28Z,business hours,13
3052, Our farmers and ranchers are instrumental to Oklahoma’s economy and they’ve been hit hard by #COVID. This funding will bri…,2020-04-21T04:20:51Z,non-business hours,16
3053,"Just landed in Michigan. Car companies, and many others, are building and expanding here. Great to see!",2020-01-30T20:34:18Z,business hours,5
3054,"Eric, I can live with that!",2020-02-26T16:17:52Z,business hours,9
3055," In light of the atk from the Invisible Enemy, as well as the need to prot the jobs of our GREAT American Citizen…",2020-04-21T04:32:04Z,non-business hours,16
3056," . will be a tremendous fighter for the U.S. and the State of California. An Annapolis graduate, he serv…",2020-04-21T04:31:56Z,non-business hours,16
3057," ...He is Strong on Crime, the Border, and Second Amendment. Mike has my Complete and Total Endorsement! Turn your Ball…",2020-04-21T04:31:52Z,non-business hours,16
3058,"BIGGEST TRADE DEAL EVER MADE, the USMCA, was signed yesterday and the Fake News Media barely mentioned it. They never thought iuld be done. They have zero credibility!",2020-01-30T20:37:01Z,business hours,5
3059,The world is at war with a hidden enemy. WE WILL WIN!,2020-03-26T23:50:02Z,business hours,13
3060,My two great friends. Proud of you both!,2020-02-26T16:20:43Z,business hours,9
3061," ....He is Strong on Crime, the Border, and Second Amendment. Tom has deep roots in Wisconsin, is a big Tax Cutter, and…",2020-04-21T04:31:37Z,non-business hours,16
3062, LIVE: President delivers remarks at a USMCA celebration!,2020-01-30T21:56:34Z,business hours,5
3063,Will be interviewed on at : P.M.,2020-03-27T01:05:59Z,non-business hours,13
3064," People are tired of Democrats ripping up SOTU, yelling at each other over who is more of a shill for…",2020-02-26T16:34:26Z,business hours,9
3065, Tom Tiffany ( is a Great Advocate for the incredible people of Wisconsin (WI). We need Tom in Congress…,2020-04-21T04:31:43Z,non-business hours,16
3066,Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is ravaging large parts of our Planet. China has been through much ; has developed a strong understanding of the Virus. We are working closely together. Much respect!,2020-03-27T05:19:02Z,non-business hours,13
3067,"Leaving Michigan now, great visit, heading for Iowa. Big Rally!",2020-01-30T21:58:38Z,business hours,5
3068," Democrats in Congress have obstructed at every turn, but he is delivering on his promise to build the w…",2020-02-26T16:35:08Z,business hours,9
3069,"Watched the first minutes of poorly rated Morning Psycho on MSDNC just to see if he is as “nuts” as people are saying. He’s worse. Such hatred and contempt! I used to do his show all the time before the election, then cut him off. Wasn’t worth the effort, his mind is shot!",2020-04-21T10:19:15Z,non-business hours,16
3070,"...; costly. Workers ; small businesses need money now in order to survive. Virus wasn’t their fault. It is “HELL” dealing with the Dems, had to give up some stupid things in order to get the “big picture” done. % GREAT! WIN BACK HOUSE, but throw Massie out of Republican Party!",2020-03-27T13:44:50Z,business hours,13
3071,"Working closely with China and others on Coronavirus outbreak. Only people in U.S., all in good recovery.",2020-01-30T22:04:35Z,business hours,5
3072," Crazy, chao Democrat Debate last night. Fake News said Biden did well, even though he said half of our population w…",2020-02-26T18:55:36Z,business hours,9
3073," ....during a debate). Pocahontas was mean, ; undisciplined, mostly aiming at Crazy Bernie and Mini Mike. They don’t kn…",2020-02-26T18:55:32Z,business hours,9
3074," I will be having a News Conference at the White House, on this subject, today at : P.M. CDC representatives, and ot…",2020-02-26T18:55:22Z,business hours,9
3075,"It is amazing that I became President of the United States with such a totally corrupt and dishonest Lamestream Media going after me all day, and all night. Either I’m really good, far better than the Fake News wants to admit, or they don’t have nearly the power as once thought!",2020-04-21T10:40:33Z,non-business hours,16
3076,"Looks like a third rate Grandstander named a Congressman from, unfortunately, a truly GREAT State, Kenky, wants to vote against the new Save Our Workers Bill in Congress. He just wants the publicity. He can’t stop it, only delay, which is both dangerous......",2020-03-27T13:44:49Z,business hours,13
3077, Once again Adam Schiff makes up dialogue of the President of the United States on the floor of the Senate. Just like Sc…,2020-01-30T22:09:06Z,business hours,5
3078," Big Story, Big Win - Except in the Fake News, which won’ver it!",2020-02-26T18:54:49Z,business hours,9
3079,"I’ve had great “ratings” my whole life, there’s nothing unusual about that for me. The White House News Conference ratings are “through the roof”(Monday Night Football, Bachelor Finale , but I don’are about that. I care about going around the Fake News to the PEOPLE!",2020-04-21T10:57:36Z,non-business hours,16
3080,"Great poll in Iowa, where I just landed for a Big Rally! #KAG🇺🇸",2020-01-31T00:19:23Z,business hours,5
3081,"By empowering the Radical Left Democrats, do nothing Kenky poliian is making their War on the nd Amendment more and more difficult to win (But don’t worry, we will win anyway!). He is a disaster for America, and for the Great State of Kenky!",2020-03-27T14:13:05Z,business hours,13
3082," How about this: If the Senate discusses calling witnesses, and Adam Schiff continues demanding we block questions and…",2020-01-30T22:10:03Z,business hours,5
3083, Democrats didn't accept the results of the election; that's why they've been pushing to impeach and remove Preside…,2020-01-30T22:10:45Z,business hours,5
3084, days. Democrat witnesses. And they still have no case. It’s over. This trial should end tomorrow with President…,2020-01-30T22:10:22Z,business hours,5
3085, Low Ratings Fake News MSDNC (Comcast) ; are doing everything possible to make the Caronavirus look as bad as poss…,2020-02-26T18:55:53Z,business hours,9
3086,"% Approval Rating in the Republican Party. Thank you! This must also mean that, most importantly, we are doing a good (great) job in the handling of the Pandemic.",2020-04-21T11:15:57Z,non-business hours,16
3087,Thank you Byron. Many polls are much better than this. If it is the Fake News add points!,2020-03-27T14:29:04Z,business hours,13
3088," While Dems obsess over impeachment, is working for YOU! – #USMCA signed – Middle East peace plan announ…",2020-01-30T22:11:14Z,business hours,5
3089,We will never let the great U.S. Oil ; Gas Industry down. I have instructed the Secretary of Energy and Secretary of the Treasury to formulate a plan which will make funds available so that these very importanmpanies and jobs will be secured long into the future!,2020-04-21T13:33:34Z,business hours,16
3090,"As usual with “this” General Motors, things just never seem to work out. They said they were going to give us , much needed Ventilators, “very quickly”. Now they are saying it will only be , in late April, and they want top dollar. Always a mess with Mary B. Invoke “P”.",2020-03-27T15:16:07Z,business hours,13
3091,Nancy has allowed her District to go down more than any other in the USA! Hardly even recognizable.,2020-02-26T19:02:15Z,business hours,9
3092, If you're a Democrat you really have no choice but to #VoteTrump . He's the only guy in…,2020-01-30T22:12:25Z,business hours,5
3093, Schiff and many more of these elected people should all be ashamed of themselves. What have…,2020-01-30T22:12:01Z,business hours,5
3094,"General Motors MUST immediately open their stupidly abandoned Lordstown plant in Ohio, or some other plant, and STA MAKING VENTILATORS, NOW!!!!!! FORD, GET GOING ON VENTILATORS, FAST!!!!!!",2020-03-27T15:23:53Z,business hours,13
3095," The States need to step up their own testing and take responsibility and if they can't, perhaps the pol…",2020-04-21T14:19:06Z,business hours,16
3096, Court Rules Trump Admin Can Withhold Federal Grants From Sanctuary Cities via,2020-02-26T19:04:25Z,business hours,9
3097, Schiff is a congenital liar that has done nothing positive for the American people.,2020-01-30T22:12:37Z,business hours,5
3098, Schiff hasn’t done a thing for his district nor has Nancy Pelosi in SF! Nancy has bee…,2020-01-30T22:13:18Z,business hours,5
3099,Invoke “P” means Defense Production Act!,2020-03-27T15:29:32Z,business hours,13
3100, How apropos that the Witch is behind the Witch Hunt.,2020-04-21T14:20:00Z,business hours,16
3101," ""I'd like to extend my deepesndolences to the victims and families in Milwaukee, Wisconsin."" — President",2020-02-27T01:49:59Z,business hours,9
3102, Trump administration forms #coronavirus task force,2020-01-30T22:15:23Z,business hours,5
3103,We have just purchased many Ventilators from some wonderful companies. Names and numbers will be announced later today!,2020-03-27T15:31:33Z,business hours,13
3104,"....to State/Local Governments for lost revenues from COVID , much needed Infrastructure Investments for Bridges, Tunnels, Broadband, Tax Incentives for Restaurants, Entertainment, Sports, and Payroll Tax Cuts to increase Economic Growth.",2020-04-21T16:49:12Z,business hours,16
3105,". (R) of Texas- loves Texas ; our Country. He has been a GREAT Congressman ; supporter of #MAGA. Strong on Crime, Border, Military, Vets and your A, he is the best Tax Cutter in D.C. Kevin has my Complete ; Total Endorsement. Vote on March rd. Thank you!",2020-02-27T05:21:30Z,non-business hours,9
3106," While Democrats focus on WITCH HUNT, is highlighting how he is working to help American autoworkers and A…",2020-01-30T22:15:45Z,business hours,5
3107,"Will someone please explain to the Fake News New York Times (ALL THE NEWS THAT’S NOT FIT TO PRINT) that the Democrats make it almost impossible for us to fill positions within government. They “maximum” delay even the besandidates, including Judges, leaving little time!",2020-03-27T15:45:21Z,business hours,13
3108,"I urge the Senate and House to pass the Paycheck Protion Program and Health Care Enhancement Act with additional funding for PPP, Hospitals, and Testing. After I sign this Bill, we will begin discussions on the next Legislative Initiative with fiscal relief....",2020-04-21T16:49:12Z,business hours,16
3109, Big Rally in the Great State of South Carolina on Friday. See you there!,2020-02-27T05:59:21Z,non-business hours,9
3110," Our defense team has done its job. We've shown Adam Schiff ; Co. have no case, no evidence, and no justification for im…",2020-01-30T22:10:29Z,business hours,5
3111, When will Schiff be investigated?,2020-01-30T22:11:45Z,business hours,5
3112,Thousand of Federal Government (delivered) Ventilators found in New York storage. N.Y. must distribute NOW!,2020-03-27T15:50:15Z,business hours,13
3113,I will be having a White House Press Conference today at : P.M. Thank you!,2020-04-21T19:59:55Z,business hours,16
3114, BREAKING: Over dozen Senators just asked Schiff about RCI story (below) ; he did not deny it bumplained about “atks…,2020-01-30T22:25:38Z,business hours,5
3115,They spied on my caign!,2020-02-27T06:02:56Z,non-business hours,9
3116," FISA Reform markup tomorrow in Judiciary. Remember, AG Bill Barr used the term ""polial surveillance"" to describe what t…",2020-02-27T06:04:00Z,non-business hours,9
3117,Never knew John Kerry had such a good sense of humor! Very impressed!,2020-03-27T16:16:24Z,business hours,13
3118,"Great new book just out by the Former Director of Ice, Tom Homan: “Defend the Border and Save Lives: Solving Our Most Important Humanitarian and Security Crisis.” Great guy, get your copy today!",2020-04-21T20:33:35Z,business hours,16
3119, WATCH THIS,2020-01-30T22:27:29Z,business hours,5
3120, My question today is about whether or not individuals who were holdovers from the Obama National Security Council and Democra…,2020-01-30T22:28:22Z,business hours,5
3121," Huge thanks to Together with the White House, ; Apple launched a COVID screening tool that guides…",2020-03-27T17:51:36Z,business hours,13
3122, There is one transcript that Adam Schiff refuses to release. The Intelligence Community Inspector General transcript.…,2020-01-30T22:28:54Z,business hours,5
3123, LIVE: Press Briefing with Coronavirus Task Force,2020-04-21T21:46:26Z,business hours,16
3124," BREAKING: The witness transcript Schiff won't release (out of ) talks about Schiff and the ""whistleblower""--and how th…",2020-01-30T22:29:13Z,business hours,5
3125, Today #USNSMercy arrived to serve as a referral hospital for patients not infected with #COVID - handling overflow…,2020-03-27T18:33:07Z,business hours,13
3126, The bill passed in the Senate today will provide an additional $ billion for the Paycheck Protion Program!,2020-04-22T02:06:00Z,non-business hours,17
3127,“Anti-Trump Network doing whatever ian to stoke a national Coronavirus panic. The far left Network pretty much ignoring anyone who they interview who doesn’t blame President Trump.” Media refuses to discuss the great job our professionals are doing!,2020-02-28T01:53:59Z,business hours,9
3128," CNN's John King: ""Republicans make a good point. The Whistleblower started all this. Why has the Whistleblower never been question…",2020-01-30T22:29:54Z,business hours,5
3129, Can't violate the Logan Act when you're working for the president or acting at his request. Logan Act was…,2020-01-30T22:32:54Z,business hours,5
3130, ”The New York Metropolitan area has been the epicenter of the outbreak here in America and the Federal government has spare…,2020-04-22T02:06:17Z,non-business hours,17
3131," Earlier today, President met with Governor Cuomo to discuss his statewide testing strategy.",2020-04-22T02:06:13Z,non-business hours,17
3132,"Do Nothing Democrats were busy wasting their time on the Impeachment Hoax, ; anything they could do to make the Republican Party look bad, while I was busy calling early boarder ; flighlosings, putting us way ahead in our battle with the Coronavirus. Dems called it very wrong!",2020-02-28T02:32:10Z,non-business hours,9
3133,Will be signing the CARE Act in the Oval Office today at : P.M. Eastern!,2020-03-27T19:23:51Z,business hours,13
3134,"Congratulations and thank you to our great Vice President ; all of the many professionals doing such a fine job at CDC ; all other agencies on the Coronavirus situation. Only a very small number in U.S., ; China numbers look to be going down. All countries working well together!",2020-02-28T02:39:20Z,non-business hours,9
3135," President Trump: ""I want Harvard to pay the money back, okay? If they won't do that, then we won't do something else.""",2020-04-22T03:26:56Z,non-business hours,17
3136,"Word is that Mini Mike Bloomberg performed so poorly in the two debates, that he is thinking about dropping out of the Democrat Primary. The fact is, he was not true to himself, and the public was able to quickly figure him out. Not a good experience for Mini Mike!",2020-02-28T03:16:28Z,non-business hours,9
3137,"Thank you Iowa, I love you!",2020-01-31T02:48:06Z,non-business hours,5
3138,"Thank you to Rachel for putting our Military on full display, and showing how GREAT a job the Federal Government is doing! Also, a special thanks to General Semonite, a Patriot of the highest order and a truly talented engineer and builder!",2020-03-27T19:57:36Z,business hours,13
3139,Harvard should give back the money now. Their whole “endowment” system should be looked at!,2020-04-22T03:36:31Z,non-business hours,17
3140,"“Diagnosis positive: is infected with Trump Derangement Syndrome. I’m calling out CNN for irresponsibly poliizing what should be a unifying battle against a virus that doesn’hoose sides.” Like I say, they are Fake News!",2020-02-28T03:41:19Z,non-business hours,9
3141,News conference live from the today. : P.M. Eastern!,2020-03-27T20:32:53Z,business hours,13
3142,"This November, we are going to defeat the Radical Socialist Democrats and win the Great State of Iowa in a Historic Landslide! #KAG",2020-01-31T02:54:52Z,non-business hours,5
3143,So nice!,2020-02-28T04:37:43Z,non-business hours,9
3144,"I just signed the CARES Act, the single biggest economic relief package in American History – twice as large as any relief bill ever enacted. At $. Trillion Dollars, this bill will deliver urgently-needed relief for our nation’s families, workers, and businesses. #CARESAct🇺🇸",2020-03-27T20:34:03Z,business hours,13
3145," BRILLIANT, A MUST WATCH!",2020-04-22T04:00:39Z,non-business hours,17
3146,"To keep America Safe, we have fully rebuilt the U.S. Military – it is now stronger, more powerful, and more lethal than ever before. Thanks to the courage of American Heroes, the ISIS Caliphate has been DESTROYED ; its founder ; leader – the animal known as al-Baghdadi – is DEAD!",2020-01-31T03:04:06Z,non-business hours,5
3147," 🚨 Help is on the way. 🚨 President just SIGNED the Coronavirus Aid, Relief ; Economic Security Act into law…",2020-03-27T20:39:16Z,business hours,13
3148," With Excess National Supply, Exchanges Will Allow U.S. Hospitals to Continue Meeting Ventilator Demand via",2020-04-22T10:46:34Z,non-business hours,17
3149, Had a great meeting w/ today to discuss the ongoing response to COVID-. Grateful for the p…,2020-04-22T10:46:10Z,non-business hours,17
3150,"Washington Dems have spent the last years trying to overturn the last election – and we will make sure they face another crushing defeat in the NEXT ELECTION. Together, we are going to win back the House, we are going to hold the Senate, ; we are going to keep the White House!",2020-01-31T03:07:13Z,non-business hours,5
3151,"So, the Coronavirus, which started in China and spread to various countries throughout the world, but very slowly in the U.S. because President Trump closed our border, and ended flights, VERY EARLY, is now being blamed, by the Do Nothing Democrats, to be the fault of “Trump”.",2020-02-28T05:05:02Z,non-business hours,9
3152,"We are marshalling the full power of government and society to achieve victory over the virus. Together, we will endure, we will prevail, and we will WIN! #CARESAct",2020-03-27T21:13:10Z,business hours,13
3153, “Memorandum on Providing Continued Federal Support for Governors’ Use of the National Guard to Respond to COVID- and to Fa…,2020-04-22T10:46:49Z,non-business hours,17
3154,"Americans across the polial spectrum are disgusted by the Washington Democrats’ Partisan Hoaxes, Witch Hunts, ; Con Jobs. Registered Democrats and Independents are leaving the Democrat Party in droves, ; we are welcoming these voters to the Republican Party w/ wide open arms!",2020-01-31T03:16:35Z,non-business hours,5
3155,"The Do Nothing Democrats were busy wasting time on the Immigration Hoax, ; anything else they could do to make the Republican Party look bad, while I was busy calling early BORDER ; FLIGHT closings, putting us way ahead in our battle with Coronavirus. Dems called it VERY wrong!",2020-02-28T05:43:14Z,non-business hours,9
3156, Can't say enough wonderful things about - one of the few conservatives in cable television. She's a great pat…,2020-03-28T00:54:50Z,business hours,13
3157,“Economic impact of Covid-.” Very interesting analysis. Light at the end of the tunnel. Thank you!,2020-04-22T10:50:19Z,non-business hours,17
3158,"“Federal Court Deals Major Blow To Sanctuary Cities.” In other words, there will be no more Federal Tax Dollars to States ; Cities that will noperate with Federal Law Enforcement (ICE). This is BIG NEWS! Funds will be cut off immediately. MAKE AMERICA GREAT AGAIN!",2020-02-28T06:13:04Z,non-business hours,9
3159,THE BEST IS YET TO COME!,2020-01-31T04:22:00Z,non-business hours,5
3160,"I will be signing my Executive Order prohibiting immigration into our Country today. In the meantime, even without this order, our Southern Border, aided substantially by the miles of new Border Wall ; , Mexican soldiers, is very tight - including for human trafficking!",2020-04-22T11:00:16Z,non-business hours,17
3161,"Will be in the Great State of South Carolina tonight, : P.M., for a really BIG Rally. Best place to be is a Trump Rally. See you later!",2020-02-28T14:46:31Z,business hours,9
3162,"Nadler ripped final argument away from Schiff, thinks Shifty did a terrible job. They are fighting big time!",2020-01-31T14:25:15Z,business hours,5
3163, FOX Business Network Fires for Telling the Truth About How Liberal Media Was Using Coronavirus to Take Down Trump -…,2020-03-28T00:55:50Z,business hours,13
3164," Just my opinion, but it seems that this entire debacle - the lack of a legal/constitutional framework to subpoena witnesses du…",2020-01-31T14:30:54Z,business hours,5
3165,"Happy Birthday to the great Cindy Adams of the New York Post. Cindy is , but looks to me. She is going strong!",2020-04-22T11:03:26Z,non-business hours,17
3166,"To the people of South Carolina, Tom Steyer is a joke, laughed at by everyone, a total incompetent. He made money in coal, now he “hates” coal. Did you see him fawning over Crazy Bernie? Has no chance, a loser for South Carolina, doesn’t deserve your vote!",2020-02-28T14:54:51Z,business hours,9
3167," How is that any different than what Hannity has said? Neither said anything wrong. They did noall Coronavirus a Hoax or Scam,…",2020-03-28T00:56:44Z,business hours,13
3168, % in the new Rasmussen Poll. % Approval Rating in the Republican Party. Thank you!,2020-02-28T15:18:06Z,business hours,9
3169,"States are safely coming back. Our Country is starting to OPEN FOR BUSINESS again. Special care is, and always will be, given to our beloved seniors (except me!). Their lives will be better than ever...WE LOVE YOU ALL!",2020-04-22T11:53:54Z,non-business hours,17
3170, There are many questions and concerns about the alleged whistleblower and potential conflicts of interest. Democrats aren'…,2020-01-31T14:32:21Z,business hours,5
3171," TRUMP: “The Media and Governors should appreciate it.. When they’re not appreciative of me, they are not appreciative to the Army…",2020-03-28T00:58:41Z,business hours,13
3172,She is a third rate reporter who has nothing going. A Fake News “journalist”.,2020-03-28T01:05:07Z,non-business hours,13
3173,I have instructed the United States Navy to shoot down and destroy any and all Iranian gunboats if they harass our ships at sea.,2020-04-22T12:08:05Z,non-business hours,17
3174, Pro-worker. Pro-growth. Pro-jobs. Pro-America. 🇺🇸,2020-01-31T14:33:36Z,business hours,5
3175,"Worst Polls, just like in when they were so far off the mark, are the Polls. Why doesn’t Fox finally get a competent Polling Company?",2020-02-28T15:24:01Z,business hours,9
3176,"I love Michigan, one of the reasons we are doing such a GREAT job for them during this horrible Pandemic. Yet your Governor, Gretchen “Half” Whitmer is way in over her ahead, she doesn’t have a clue. Likes blaming everyone for her own ineptitude! #MAGA",2020-03-28T01:24:32Z,non-business hours,13
3177,“You go around Pennsylvania and you see Trump signs everywhere. The Donald Trump situation is bigger than the Reagan Revolution. Donald Trump has inspired us.” WHP,2020-02-28T15:30:09Z,business hours,9
3178," Working closely with China and others on Coronavirus outbreak. Only people in U.S., all in good recovery.",2020-01-31T14:35:14Z,business hours,5
3179," witnesses—picked by Democrats—have already testified. But if Democrats want more, here are some suggestions ⬇️",2020-01-31T14:35:04Z,business hours,5
3180," ""We just ended a nightmare known as NAFTA.""",2020-01-31T14:34:58Z,business hours,5
3181," President policies are making it possible for hardworking Americans to find jobs, develop meaningful car…",2020-01-31T14:34:43Z,business hours,5
3182,Incredible numbers!,2020-01-31T14:33:25Z,business hours,5
3183,"I love Michigan, one of the reasons we are doing such a GREAT job for them during this horrible Pandemic. Yet your Governor, Gretchen “Half” Whitmer is way in over her head, she doesn’t have a clue. Likes blaming everyone for her own ineptitude! #MAGA",2020-03-28T02:29:57Z,non-business hours,13
3184,"Another FALSE ad by the Do Nothing Democrats. Almost all of their ads are False or Misleading, and the Fake News loves it!",2020-04-22T14:14:38Z,business hours,17
3185," ""I am concerned about lowering impeachment standards to fit a paucity of evidence and an abundance of anger."" — Jonathan Tu…",2020-01-31T14:36:10Z,business hours,5
3186," Answering the call, it's what we do. #USNSMercy Arrives in Los Angeles in #COVID response -",2020-03-28T02:30:59Z,non-business hours,13
3187,CDC Director was totally misquoted by Fake News on Covid . He will be putting out a statement.,2020-04-22T14:17:08Z,business hours,17
3188, President is celebrating USMCA in Michigan this afternoon! Watch LIVE at : p.m. ET:,2020-01-31T14:35:51Z,business hours,5
3189," ""My Administration is actively planning the next phase in an all-out war against this horrible virus.""",2020-03-28T02:31:23Z,non-business hours,13
3190, 🇺🇸 Dr. McCormick a Medical Doctor ; Decorated US Marine provides a much needed pers…,2020-02-28T19:55:48Z,business hours,9
3191, LIVE: POTUS ; FLOTUS Paripate in Tree Planting Ceremony,2020-04-22T17:48:55Z,business hours,17
3192,We strongly stand with Terrence!,2020-02-28T20:03:18Z,business hours,9
3193,I will be having a White House Press Conference today at : P.M. Thank you!,2020-04-22T20:53:43Z,business hours,17
